set,birdName,filename,height,width,format,mode
test,AMERICAN KESTREL,4.jpg,224,224,JPEG,RGB
test,AMERICAN KESTREL,5.jpg,224,224,JPEG,RGB
test,AMERICAN PIPIT,1.jpg,224,224,JPEG,RGB
test,AMERICAN PIPIT,2.jpg,224,224,JPEG,RGB
test,AMERICAN PIPIT,3.jpg,224,224,JPEG,RGB
test,AMERICAN PIPIT,4.jpg,224,224,JPEG,RGB
test,AMERICAN PIPIT,5.jpg,224,224,JPEG,RGB
test,AMERICAN REDSTART,1.jpg,224,224,JPEG,RGB
test,AMERICAN REDSTART,2.jpg,224,224,JPEG,RGB
test,AMERICAN REDSTART,3.jpg,224,224,JPEG,RGB
test,AMERICAN REDSTART,4.jpg,224,224,JPEG,RGB
test,AMERICAN REDSTART,5.jpg,224,224,JPEG,RGB
test,AMERICAN ROBIN,1.jpg,224,224,JPEG,RGB
test,AMERICAN ROBIN,2.jpg,224,224,JPEG,RGB
test,AMERICAN ROBIN,3.jpg,224,224,JPEG,RGB
test,AMERICAN ROBIN,4.jpg,224,224,JPEG,RGB
test,AMERICAN ROBIN,5.jpg,224,224,JPEG,RGB
test,AMERICAN WIGEON,1.jpg,224,224,JPEG,RGB
test,AMERICAN WIGEON,2.jpg,224,224,JPEG,RGB
test,AMERICAN WIGEON,3.jpg,224,224,JPEG,RGB
test,AMERICAN WIGEON,4.jpg,224,224,JPEG,RGB
test,AMERICAN WIGEON,5.jpg,224,224,JPEG,RGB
test,AMETHYST WOODSTAR,1.jpg,224,224,JPEG,RGB
test,AMETHYST WOODSTAR,2.jpg,224,224,JPEG,RGB
test,AMETHYST WOODSTAR,3.jpg,224,224,JPEG,RGB
test,AMETHYST WOODSTAR,4.jpg,224,224,JPEG,RGB
test,AMETHYST WOODSTAR,5.jpg,224,224,JPEG,RGB
test,ANDEAN GOOSE,1.jpg,224,224,JPEG,RGB
test,ANDEAN GOOSE,2.jpg,224,224,JPEG,RGB
test,ANDEAN GOOSE,3.jpg,224,224,JPEG,RGB
test,ANDEAN GOOSE,4.jpg,224,224,JPEG,RGB
test,ANDEAN GOOSE,5.jpg,224,224,JPEG,RGB
test,ANDEAN LAPWING,1.jpg,224,224,JPEG,RGB
test,ANDEAN LAPWING,2.jpg,224,224,JPEG,RGB
test,ANDEAN LAPWING,3.jpg,224,224,JPEG,RGB
test,ANDEAN LAPWING,4.jpg,224,224,JPEG,RGB
test,ANDEAN LAPWING,5.jpg,224,224,JPEG,RGB
test,ANDEAN SISKIN,1.jpg,224,224,JPEG,RGB
test,ANDEAN SISKIN,2.jpg,224,224,JPEG,RGB
test,ANDEAN SISKIN,3.jpg,224,224,JPEG,RGB
test,ANDEAN SISKIN,4.jpg,224,224,JPEG,RGB
test,ANDEAN SISKIN,5.jpg,224,224,JPEG,RGB
test,ANHINGA,1.jpg,224,224,JPEG,RGB
test,ANHINGA,2.jpg,224,224,JPEG,RGB
test,ANHINGA,3.jpg,224,224,JPEG,RGB
test,ANHINGA,4.jpg,224,224,JPEG,RGB
test,ANHINGA,5.jpg,224,224,JPEG,RGB
test,ANIANIAU,1.jpg,224,224,JPEG,RGB
test,ANIANIAU,2.jpg,224,224,JPEG,RGB
test,ANIANIAU,3.jpg,224,224,JPEG,RGB
test,ANIANIAU,4.jpg,224,224,JPEG,RGB
test,ANIANIAU,5.jpg,224,224,JPEG,RGB
test,ANNAS HUMMINGBIRD,1.jpg,224,224,JPEG,RGB
test,ANNAS HUMMINGBIRD,2.jpg,224,224,JPEG,RGB
test,ANNAS HUMMINGBIRD,3.jpg,224,224,JPEG,RGB
test,ANNAS HUMMINGBIRD,4.jpg,224,224,JPEG,RGB
test,ANNAS HUMMINGBIRD,5.jpg,224,224,JPEG,RGB
test,ANTBIRD,1.jpg,224,224,JPEG,RGB
test,ANTBIRD,2.jpg,224,224,JPEG,RGB
test,ANTBIRD,3.jpg,224,224,JPEG,RGB
test,ANTBIRD,4.jpg,224,224,JPEG,RGB
test,ANTBIRD,5.jpg,224,224,JPEG,RGB
test,ANTILLEAN EUPHONIA,1.jpg,224,224,JPEG,RGB
test,ANTILLEAN EUPHONIA,2.jpg,224,224,JPEG,RGB
test,ANTILLEAN EUPHONIA,3.jpg,224,224,JPEG,RGB
test,ANTILLEAN EUPHONIA,4.jpg,224,224,JPEG,RGB
test,ANTILLEAN EUPHONIA,5.jpg,224,224,JPEG,RGB
test,APAPANE,1.jpg,224,224,JPEG,RGB
test,APAPANE,2.jpg,224,224,JPEG,RGB
test,APAPANE,3.jpg,224,224,JPEG,RGB
test,APAPANE,4.jpg,224,224,JPEG,RGB
test,APAPANE,5.jpg,224,224,JPEG,RGB
test,APOSTLEBIRD,1.jpg,224,224,JPEG,RGB
test,APOSTLEBIRD,2.jpg,224,224,JPEG,RGB
test,APOSTLEBIRD,3.jpg,224,224,JPEG,RGB
test,APOSTLEBIRD,4.jpg,224,224,JPEG,RGB
test,APOSTLEBIRD,5.jpg,224,224,JPEG,RGB
test,ARARIPE MANAKIN,1.jpg,224,224,JPEG,RGB
test,ARARIPE MANAKIN,2.jpg,224,224,JPEG,RGB
test,ARARIPE MANAKIN,3.jpg,224,224,JPEG,RGB
test,ARARIPE MANAKIN,4.jpg,224,224,JPEG,RGB
test,ARARIPE MANAKIN,5.jpg,224,224,JPEG,RGB
test,ASHY STORM PETREL,1.jpg,224,224,JPEG,RGB
test,ASHY STORM PETREL,2.jpg,224,224,JPEG,RGB
test,ASHY STORM PETREL,3.jpg,224,224,JPEG,RGB
test,ASHY STORM PETREL,4.jpg,224,224,JPEG,RGB
test,ASHY STORM PETREL,5.jpg,224,224,JPEG,RGB
test,ASHY THRUSHBIRD,1.jpg,224,224,JPEG,RGB
test,ASHY THRUSHBIRD,2.jpg,224,224,JPEG,RGB
test,ASHY THRUSHBIRD,3.jpg,224,224,JPEG,RGB
test,ASHY THRUSHBIRD,4.jpg,224,224,JPEG,RGB
test,ASHY THRUSHBIRD,5.jpg,224,224,JPEG,RGB
test,ASIAN CRESTED IBIS,1.jpg,224,224,JPEG,RGB
test,ASIAN CRESTED IBIS,2.jpg,224,224,JPEG,RGB
test,ASIAN CRESTED IBIS,3.jpg,224,224,JPEG,RGB
test,ASIAN CRESTED IBIS,4.jpg,224,224,JPEG,RGB
test,ASIAN CRESTED IBIS,5.jpg,224,224,JPEG,RGB
test,ASIAN DOLLARD BIRD,1.jpg,224,224,JPEG,RGB
test,ASIAN DOLLARD BIRD,2.jpg,224,224,JPEG,RGB
test,ASIAN DOLLARD BIRD,3.jpg,224,224,JPEG,RGB
test,ASIAN DOLLARD BIRD,4.jpg,224,224,JPEG,RGB
test,ASIAN DOLLARD BIRD,5.jpg,224,224,JPEG,RGB
test,ASIAN GREEN BEE EATER,1.jpg,224,224,JPEG,RGB
test,ASIAN GREEN BEE EATER,2.jpg,224,224,JPEG,RGB
test,ASIAN GREEN BEE EATER,3.jpg,224,224,JPEG,RGB
test,ASIAN GREEN BEE EATER,4.jpg,224,224,JPEG,RGB
test,ASIAN GREEN BEE EATER,5.jpg,224,224,JPEG,RGB
test,ASIAN OPENBILL STORK,1.jpg,224,224,JPEG,RGB
test,ASIAN OPENBILL STORK,2.jpg,224,224,JPEG,RGB
test,ASIAN OPENBILL STORK,3.jpg,224,224,JPEG,RGB
test,ASIAN OPENBILL STORK,4.jpg,224,224,JPEG,RGB
test,ASIAN OPENBILL STORK,5.jpg,224,224,JPEG,RGB
test,AUCKLAND SHAQ,1.jpg,224,224,JPEG,RGB
test,AUCKLAND SHAQ,2.jpg,224,224,JPEG,RGB
test,AUCKLAND SHAQ,3.jpg,224,224,JPEG,RGB
test,AUCKLAND SHAQ,4.jpg,224,224,JPEG,RGB
test,AUCKLAND SHAQ,5.jpg,224,224,JPEG,RGB
test,AUSTRAL CANASTERO,1.jpg,224,224,JPEG,RGB
test,AUSTRAL CANASTERO,2.jpg,224,224,JPEG,RGB
test,AUSTRAL CANASTERO,3.jpg,224,224,JPEG,RGB
test,AUSTRAL CANASTERO,4.jpg,224,224,JPEG,RGB
test,AUSTRAL CANASTERO,5.jpg,224,224,JPEG,RGB
test,AUSTRALASIAN FIGBIRD,1.jpg,224,224,JPEG,RGB
test,AUSTRALASIAN FIGBIRD,2.jpg,224,224,JPEG,RGB
test,AUSTRALASIAN FIGBIRD,3.jpg,224,224,JPEG,RGB
test,AUSTRALASIAN FIGBIRD,4.jpg,224,224,JPEG,RGB
test,AUSTRALASIAN FIGBIRD,5.jpg,224,224,JPEG,RGB
test,AVADAVAT,1.jpg,224,224,JPEG,RGB
test,AVADAVAT,2.jpg,224,224,JPEG,RGB
test,AVADAVAT,3.jpg,224,224,JPEG,RGB
test,AVADAVAT,4.jpg,224,224,JPEG,RGB
test,AVADAVAT,5.jpg,224,224,JPEG,RGB
test,AZARAS SPINETAIL,1.jpg,224,224,JPEG,RGB
test,AZARAS SPINETAIL,2.jpg,224,224,JPEG,RGB
test,AZARAS SPINETAIL,3.jpg,224,224,JPEG,RGB
test,AZARAS SPINETAIL,4.jpg,224,224,JPEG,RGB
test,AZARAS SPINETAIL,5.jpg,224,224,JPEG,RGB
test,AZURE BREASTED PITTA,1.jpg,224,224,JPEG,RGB
test,AZURE BREASTED PITTA,2.jpg,224,224,JPEG,RGB
test,AZURE BREASTED PITTA,3.jpg,224,224,JPEG,RGB
test,AZURE BREASTED PITTA,4.jpg,224,224,JPEG,RGB
test,AZURE BREASTED PITTA,5.jpg,224,224,JPEG,RGB
test,AZURE JAY,1.jpg,224,224,JPEG,RGB
test,AZURE JAY,2.jpg,224,224,JPEG,RGB
test,AZURE JAY,3.jpg,224,224,JPEG,RGB
test,AZURE JAY,4.jpg,224,224,JPEG,RGB
test,AZURE JAY,5.jpg,224,224,JPEG,RGB
test,AZURE TANAGER,1.jpg,224,224,JPEG,RGB
test,AZURE TANAGER,2.jpg,224,224,JPEG,RGB
test,AZURE TANAGER,3.jpg,224,224,JPEG,RGB
test,AZURE TANAGER,4.jpg,224,224,JPEG,RGB
test,AZURE TANAGER,5.jpg,224,224,JPEG,RGB
test,AZURE TIT,1.jpg,224,224,JPEG,RGB
test,AZURE TIT,2.jpg,224,224,JPEG,RGB
test,AZURE TIT,3.jpg,224,224,JPEG,RGB
test,AZURE TIT,4.jpg,224,224,JPEG,RGB
test,AZURE TIT,5.jpg,224,224,JPEG,RGB
test,BAIKAL TEAL,1.jpg,224,224,JPEG,RGB
test,BAIKAL TEAL,2.jpg,224,224,JPEG,RGB
test,BAIKAL TEAL,3.jpg,224,224,JPEG,RGB
test,BAIKAL TEAL,4.jpg,224,224,JPEG,RGB
test,BAIKAL TEAL,5.jpg,224,224,JPEG,RGB
test,BALD EAGLE,1.jpg,224,224,JPEG,RGB
test,BALD EAGLE,2.jpg,224,224,JPEG,RGB
test,BALD EAGLE,3.jpg,224,224,JPEG,RGB
test,BALD EAGLE,4.jpg,224,224,JPEG,RGB
test,BALD EAGLE,5.jpg,224,224,JPEG,RGB
test,BALD IBIS,1.jpg,224,224,JPEG,RGB
test,BALD IBIS,2.jpg,224,224,JPEG,RGB
test,BALD IBIS,3.jpg,224,224,JPEG,RGB
test,BALD IBIS,4.jpg,224,224,JPEG,RGB
test,BALD IBIS,5.jpg,224,224,JPEG,RGB
test,BALI STARLING,1.jpg,224,224,JPEG,RGB
test,BALI STARLING,2.jpg,224,224,JPEG,RGB
test,BALI STARLING,3.jpg,224,224,JPEG,RGB
test,BALI STARLING,4.jpg,224,224,JPEG,RGB
test,BALI STARLING,5.jpg,224,224,JPEG,RGB
test,BALTIMORE ORIOLE,1.jpg,224,224,JPEG,RGB
test,BALTIMORE ORIOLE,2.jpg,224,224,JPEG,RGB
test,BALTIMORE ORIOLE,3.jpg,224,224,JPEG,RGB
test,BALTIMORE ORIOLE,4.jpg,224,224,JPEG,RGB
test,BALTIMORE ORIOLE,5.jpg,224,224,JPEG,RGB
test,BANANAQUIT,1.jpg,224,224,JPEG,RGB
test,BANANAQUIT,2.jpg,224,224,JPEG,RGB
test,BANANAQUIT,3.jpg,224,224,JPEG,RGB
test,BANANAQUIT,4.jpg,224,224,JPEG,RGB
test,BANANAQUIT,5.jpg,224,224,JPEG,RGB
test,BAND TAILED GUAN,1.jpg,224,224,JPEG,RGB
test,BAND TAILED GUAN,2.jpg,224,224,JPEG,RGB
test,BAND TAILED GUAN,3.jpg,224,224,JPEG,RGB
test,BAND TAILED GUAN,4.jpg,224,224,JPEG,RGB
test,BAND TAILED GUAN,5.jpg,224,224,JPEG,RGB
test,BANDED BROADBILL,1.jpg,224,224,JPEG,RGB
test,BANDED BROADBILL,2.jpg,224,224,JPEG,RGB
test,BANDED BROADBILL,3.jpg,224,224,JPEG,RGB
test,BANDED BROADBILL,4.jpg,224,224,JPEG,RGB
test,BANDED BROADBILL,5.jpg,224,224,JPEG,RGB
test,BANDED PITA,1.jpg,224,224,JPEG,RGB
test,BANDED PITA,2.jpg,224,224,JPEG,RGB
test,BANDED PITA,3.jpg,224,224,JPEG,RGB
test,BANDED PITA,4.jpg,224,224,JPEG,RGB
test,BANDED PITA,5.jpg,224,224,JPEG,RGB
test,BANDED STILT,1.jpg,224,224,JPEG,RGB
test,BANDED STILT,2.jpg,224,224,JPEG,RGB
test,BANDED STILT,3.jpg,224,224,JPEG,RGB
test,BANDED STILT,4.jpg,224,224,JPEG,RGB
test,BANDED STILT,5.jpg,224,224,JPEG,RGB
test,BAR-TAILED GODWIT,1.jpg,224,224,JPEG,RGB
test,BAR-TAILED GODWIT,2.jpg,224,224,JPEG,RGB
test,BAR-TAILED GODWIT,3.jpg,224,224,JPEG,RGB
test,BAR-TAILED GODWIT,4.jpg,224,224,JPEG,RGB
test,BAR-TAILED GODWIT,5.jpg,224,224,JPEG,RGB
test,BARN OWL,1.jpg,224,224,JPEG,RGB
test,BARN OWL,2.jpg,224,224,JPEG,RGB
test,BARN OWL,3.jpg,224,224,JPEG,RGB
test,BARN OWL,4.jpg,224,224,JPEG,RGB
test,BARN OWL,5.jpg,224,224,JPEG,RGB
test,BARN SWALLOW,1.jpg,224,224,JPEG,RGB
test,BARN SWALLOW,2.jpg,224,224,JPEG,RGB
test,BARN SWALLOW,3.jpg,224,224,JPEG,RGB
test,BARN SWALLOW,4.jpg,224,224,JPEG,RGB
test,BARN SWALLOW,5.jpg,224,224,JPEG,RGB
test,BARRED PUFFBIRD,1.jpg,224,224,JPEG,RGB
test,BARRED PUFFBIRD,2.jpg,224,224,JPEG,RGB
test,BARRED PUFFBIRD,3.jpg,224,224,JPEG,RGB
test,BARRED PUFFBIRD,4.jpg,224,224,JPEG,RGB
test,BARRED PUFFBIRD,5.jpg,224,224,JPEG,RGB
test,BARROWS GOLDENEYE,1.jpg,224,224,JPEG,RGB
test,BARROWS GOLDENEYE,2.jpg,224,224,JPEG,RGB
test,BARROWS GOLDENEYE,3.jpg,224,224,JPEG,RGB
test,BARROWS GOLDENEYE,4.jpg,224,224,JPEG,RGB
test,BARROWS GOLDENEYE,5.jpg,224,224,JPEG,RGB
test,BAY-BREASTED WARBLER,1.jpg,224,224,JPEG,RGB
test,BAY-BREASTED WARBLER,2.jpg,224,224,JPEG,RGB
test,BAY-BREASTED WARBLER,3.jpg,224,224,JPEG,RGB
test,BAY-BREASTED WARBLER,4.jpg,224,224,JPEG,RGB
test,BAY-BREASTED WARBLER,5.jpg,224,224,JPEG,RGB
test,BEARDED BARBET,1.jpg,224,224,JPEG,RGB
test,BEARDED BARBET,2.jpg,224,224,JPEG,RGB
test,BEARDED BARBET,3.jpg,224,224,JPEG,RGB
test,BEARDED BARBET,4.jpg,224,224,JPEG,RGB
test,BEARDED BARBET,5.jpg,224,224,JPEG,RGB
test,BEARDED BELLBIRD,1.jpg,224,224,JPEG,RGB
test,BEARDED BELLBIRD,2.jpg,224,224,JPEG,RGB
test,BEARDED BELLBIRD,3.jpg,224,224,JPEG,RGB
test,BEARDED BELLBIRD,4.jpg,224,224,JPEG,RGB
test,BEARDED BELLBIRD,5.jpg,224,224,JPEG,RGB
test,BEARDED REEDLING,1.jpg,224,224,JPEG,RGB
test,BEARDED REEDLING,2.jpg,224,224,JPEG,RGB
test,BEARDED REEDLING,3.jpg,224,224,JPEG,RGB
test,BEARDED REEDLING,4.jpg,224,224,JPEG,RGB
test,BEARDED REEDLING,5.jpg,224,224,JPEG,RGB
test,BELTED KINGFISHER,1.jpg,224,224,JPEG,RGB
test,BELTED KINGFISHER,2.jpg,224,224,JPEG,RGB
test,BELTED KINGFISHER,3.jpg,224,224,JPEG,RGB
test,BELTED KINGFISHER,4.jpg,224,224,JPEG,RGB
test,BELTED KINGFISHER,5.jpg,224,224,JPEG,RGB
test,BIRD OF PARADISE,1.jpg,224,224,JPEG,RGB
test,BIRD OF PARADISE,2.jpg,224,224,JPEG,RGB
test,BIRD OF PARADISE,3.jpg,224,224,JPEG,RGB
test,BIRD OF PARADISE,4.jpg,224,224,JPEG,RGB
test,BIRD OF PARADISE,5.jpg,224,224,JPEG,RGB
test,BLACK AND YELLOW BROADBILL,1.jpg,224,224,JPEG,RGB
test,BLACK AND YELLOW BROADBILL,2.jpg,224,224,JPEG,RGB
test,BLACK AND YELLOW BROADBILL,3.jpg,224,224,JPEG,RGB
test,BLACK AND YELLOW BROADBILL,4.jpg,224,224,JPEG,RGB
test,BLACK AND YELLOW BROADBILL,5.jpg,224,224,JPEG,RGB
test,BLACK BAZA,1.jpg,224,224,JPEG,RGB
test,BLACK BAZA,2.jpg,224,224,JPEG,RGB
test,BLACK BAZA,3.jpg,224,224,JPEG,RGB
test,BLACK BAZA,4.jpg,224,224,JPEG,RGB
test,BLACK BAZA,5.jpg,224,224,JPEG,RGB
test,BLACK BREASTED PUFFBIRD,1.jpg,224,224,JPEG,RGB
test,BLACK BREASTED PUFFBIRD,2.jpg,224,224,JPEG,RGB
test,BLACK BREASTED PUFFBIRD,3.jpg,224,224,JPEG,RGB
test,BLACK BREASTED PUFFBIRD,4.jpg,224,224,JPEG,RGB
test,BLACK BREASTED PUFFBIRD,5.jpg,224,224,JPEG,RGB
test,BLACK COCKATO,1.jpg,224,224,JPEG,RGB
test,BLACK COCKATO,2.jpg,224,224,JPEG,RGB
test,BLACK COCKATO,3.jpg,224,224,JPEG,RGB
test,BLACK COCKATO,4.jpg,224,224,JPEG,RGB
test,BLACK COCKATO,5.jpg,224,224,JPEG,RGB
test,BLACK FACED SPOONBILL,1.jpg,224,224,JPEG,RGB
test,BLACK FACED SPOONBILL,2.jpg,224,224,JPEG,RGB
test,BLACK FACED SPOONBILL,3.jpg,224,224,JPEG,RGB
test,BLACK FACED SPOONBILL,4.jpg,224,224,JPEG,RGB
test,BLACK FACED SPOONBILL,5.jpg,224,224,JPEG,RGB
test,BLACK FRANCOLIN,1.jpg,224,224,JPEG,RGB
test,BLACK FRANCOLIN,2.jpg,224,224,JPEG,RGB
test,BLACK FRANCOLIN,3.jpg,224,224,JPEG,RGB
test,BLACK FRANCOLIN,4.jpg,224,224,JPEG,RGB
test,BLACK FRANCOLIN,5.jpg,224,224,JPEG,RGB
test,BLACK HEADED CAIQUE,1.jpg,224,224,JPEG,RGB
test,BLACK HEADED CAIQUE,2.jpg,224,224,JPEG,RGB
test,BLACK HEADED CAIQUE,3.jpg,224,224,JPEG,RGB
test,BLACK HEADED CAIQUE,4.jpg,224,224,JPEG,RGB
test,BLACK HEADED CAIQUE,5.jpg,224,224,JPEG,RGB
test,BLACK NECKED STILT,1.jpg,224,224,JPEG,RGB
test,BLACK NECKED STILT,2.jpg,224,224,JPEG,RGB
test,BLACK NECKED STILT,3.jpg,224,224,JPEG,RGB
test,BLACK NECKED STILT,4.jpg,224,224,JPEG,RGB
test,BLACK NECKED STILT,5.jpg,224,224,JPEG,RGB
test,BLACK SKIMMER,1.jpg,224,224,JPEG,RGB
test,BLACK SKIMMER,2.jpg,224,224,JPEG,RGB
test,BLACK SKIMMER,3.jpg,224,224,JPEG,RGB
test,BLACK SKIMMER,4.jpg,224,224,JPEG,RGB
test,BLACK SKIMMER,5.jpg,224,224,JPEG,RGB
test,BLACK SWAN,1.jpg,224,224,JPEG,RGB
test,BLACK SWAN,2.jpg,224,224,JPEG,RGB
test,BLACK SWAN,3.jpg,224,224,JPEG,RGB
test,BLACK SWAN,4.jpg,224,224,JPEG,RGB
test,BLACK SWAN,5.jpg,224,224,JPEG,RGB
test,BLACK TAIL CRAKE,1.jpg,224,224,JPEG,RGB
test,BLACK TAIL CRAKE,2.jpg,224,224,JPEG,RGB
